id,context,question,answer0,answer1,answer2,answer3,label,pred,logits
3V0TR1NRVCGYBVIREV7HBEYB1CNA42##32EYX73OY3OSEUWHLEQN8SH4SIRRU1##AJ7NSZOAFP05U##Blog_328277##q1_a1##3M7OI89LV020JXJ3HXWNE78DXBHC64,"Cause I ' m through to the third round and I ' ve counted at least 7 who did n't make it this semester , which brings the grand total up to 11 . 11 out of 48 since last spring who ' ve been held back , dropped out or failed out . And some how I ' ve been left unscathed . But honestly , there were a few who did n't try . One who allegedly came to clinical with alcohol on her breath .",What may have caused only 11 to remain this semester ?,Many of them were consuming alcohol .,None of the above choices .,Many of them could n't keep up with the challenges .,They were taking a break this semester .,2,0,[ 3.807  -0.3872  3.15   -0.0685]
3H5TOKO3D9HIU47H4KE53B8HCBA467##37Q970SNZF69BN6PEI48V2TUVJSS15##AO33H4GL9KZX9##Blog_888376##q1_a1##3ACRLU860PSLM7KC9FJQFBU8WA7EBU,This guy and I have been dating for almost one year . I am so in love with him and have always been since i was 16 and now i am 19 years old . He say he 's in love with me and i feel it also and we are crazy about each other . The problem is I live in florida he live on a small island .,How might this relationship develop in the future/,This relationship may involve one of them breaking up with the other .,This relationship may involve both of them staying where they are .,This relationship may involve one of them moving to be with the other .,None of the above choices .,2,0,[ 4.89   1.397  4.004 -0.882]
3XDJY5RK5UZIQ4WPK0O8BFA57WIU4Y##3ZSANO2JCIMFWRZ45EVTC2LX0GRFS8##A1S1K7134S2VUC##Blog_1568441##q1_a2##3FVBZG9CLLSWMU8410U7GXV2XSF0HZ,"The rain fly for my hammock worked great as shelter to keep the rain of . I had bought several bags of dehydrated food from a chef on the website I mentioned above , and was anxious to give them a try . Breakfast was eggs , sausage , and hash browns .",Why does this person spend money to live outside ?,This person believes that dehydrated food is better for long term health .,None of the above choices .,This person likes to see the great outdoors and has vacations far from other people .,This person is homeless and lives on the streets .,2,0,[ 1.44   -5.043  -0.3171 -2.697 ]
32XN26MTX1XY8QRUSL958PO9E5X0L7##39LOEL67OVK2XV427LOMU2WZOD683K##A29RROPO0Z90XV##Blog_500478##q1_a1##3WPCIUYH1CMGQN0TD6ZR9NI92HMDTU,"I woke up yesterday morning intending to ride , but we started getting off and on showers . Nothing hard , just enough to get the road wet . By the time the weather cleared up I was so beat from being out late the night before , I bagged the ride and took a long nap in the afternoon .",What does she have to do to get ready for a ride ?,She repaves the roadway to make sure it is perfect .,She grooms her horse to have a good ride .,None of the above choices .,She makes sure the shower is in good working order .,2,1,[-4.3   -3.848 -4.066 -4.97 ]
3IH9TRB0FDDWPE4631GSUEFS3B21IT##3EICBYG647BFUCW4RIWECV97C6TCJY##AJ7NSZOAFP05U##Blog_1423500##q1_a1##3MVY4USGB81WJY30GKVCQF21TKPSIW,"We lost all the stuff in the fridge and it 's not like we stocked up big anyway , just what we usually had in the cabinet , you know . And we lost all the meat and milk and eggs , I did n't want to save any of that , you know ? Did n't want to get salmonella from it or something .",What may have caused you to lose all of the stuff in the fridge ?,The food inside of it expired .,Someone stole all the stuff in the fridge .,None of the above choices .,The eggs inside of it had salmonella in them .,0,1,[-1.008 -0.567 -2.164 -2.434]
306W7JMRYYWPJHBECELQV3AES3ZB8Y##3AMYWKA6YCKPKHFTD7ZG6TAA7WVO6B##A394JO4NEPCY3M##Blog_23977##q1_a1##3X55NP42EQUKG35P30KVR4V0MV13PU,"We went outside , I cried outside ( and he then kindly told me I should go inside and watch Futurama ) , we went inside , I cried inside and he asked what was wrong , I said I did n't know , he said I was a liar and just not telling him , because that 's what happens usually . Anyway , I really did n't know / do n't know what was / is wrong with me . I do n't know . I ' ve been having a really weird day .",What might have been different if the narrator was n't crying ?,He would have called them a liar,They would n't have watched Futurama,He would n't have called them a liar,None of the above choices .,2,1,[-1.716  0.523 -1.602 -2.484]
3VJ4PFXFJ35IY4DZ93MZWK8X7A8AUG##3D3VGR7TA1DTKBKRMXIMTL3V79CR3D##A33PQXKQHFVF3V##Blog_1546303##q1_a1##33KGGVH24WVTF9T12NGTXO26Q7PX17,So then he starts flirting with me ! I ' m like ... wtf .... Jules .... AHHHH ! So then I like moved my arms or something and he pokes my sides .,"Does Jules have feelings for me ? And if so , how can you tell ?","Yes , because he flirts and tries to touch you .","No , once you moved your arms that was a sign .","No , flirting does not mean that he likes you .","Yes , that 's what poking someone on the sides means .",0,2,[-0.818  -2.457   1.799  -0.8545]
3Q7TKIAPOT8DDLTHKZL0VYKKFQYDLL##3HQUKB7LNGCVPPDN5DVUJB2Z4U4HH0##AO33H4GL9KZX9##Blog_294003##q1_a1##3VW0145YL0QPGEA1E5KQQ7IUDOMJM2,"One of the berries was strong and firm looking but just below the surface it was fleshy and gross , as if it had been bruised . Sigh . I ' m not going to want strawberries for a while . My mouth is not watering .",Why might I not want strawberries for a while ?,"Because the current strawberries made me salivate , but it wo n't remind me of it in a near future .","Because the current strawberries made me gross out , but it wo n't remind me of it in a near future .","Because the current strawberries made me gross out , and it will remind me of it in a near future .","Because the current strawberries made me crave , and it will remind me of it in a near future .",2,0,[ 1.086 -1.641 -2.586 -1.857]
3Y40HMYLL3W9O6KZ4BQD8Q7315OUX7##3XLBSAQ9Z7RZIA6CINRPK35JSX87ZK##A2KYOM2ZGYDJGT##Blog_1303357##q1_a1##3ZUE82NE0CFUQNM11EJM6RP70IT8FP,"I am 36 this year ... the marker when miscarriage rates significantly go up ... god help me . I should be content with my son .... but the biological push to reproduce and the grief push to fix the "" void "" from the loss of my babies .... keeps the debate alive in me . Angel 's abrupt death ... after such a run ... makes the family making feel "" unfinished "" in me .",Why am I 36 this year ?,None of the above choices .,Because miscarriage rates significantly go up,Because I should be content with my son .,Because I was born 36 years ago .,3,0,[-1.65  -4.695 -6.367 -5.8  ]
3ZG552ORAM2T6G7V1E3PMORI994V2U##3XCC1ODXDM9LRCQTK8UI6TW6JBVRQ7##A1S1K7134S2VUC##Blog_137112##q1_a2##3DFYDSXB2YE8TMFAN7BCHHZOQE7JUK,"Omg it is so comfortable I just did n't want to move at all . It is the most amazing bed in the world . Anyways , because my stomach is one sensative mofo I was useless all of Sunday because it hurt so much from all the booze and puking and overall grossness . It was a bad scene .",Will this person overindulge in alcohol again ?,"Now that they have an amazing bed , there will be no more booze .",None of the above choices .,This person enjoys drinking and will do it again .,"There is no need to drink any more alcohol , they are done .",2,0,[-0.4421 -1.694  -2.785  -0.6846]
3THR0FZ95PR4HIK6A8ZG6SWJJ7GLO7##3BXQMRHWK0WMMPKIW9I6UVZLF5HUMX##A2LTOS0AZ3B28A##Blog_838777##q2_a1##3MQKOF1EE428I44N8B42W7P868XWDQ,"Terrified , actually . What was he going to do if the Doctor was gone ? How was he going to get back to where he belonged ? For a moment , he could feel hopelessness engulfing him , trying to crush him in its jaws and swallow him alive . No .",Why is this person so afraid ?,None of the above choices .,He feels like he needs to belong somewhere else .,He is being crushed by the monsters jaws .,He is having mental health issues that the doctor helps with .,3,2,[-1.599  -5.066  -0.2404 -0.9717]
3MWOYZD5WX29Z7MY6JRVBIOGGRPONA##3AZHRG4CU7ZKF6ZZCHB71NQH26S305##A2KYOM2ZGYDJGT##Blog_267932##q1_a1##31KPKEKW4CRMVH5I18KBUMS42F90BI,"I wondered aloud today whether I should worry about all the blood I ' m losing to karate bruises . Beth said it was probably good for my body because it forces me to produce clean , fresh blood . So I got some fresh bruises on my lower legs and upper arms today . Ironically , I ad pads on my lower legs , but still managed to bruise them soundly .",Why is the writer getting bruises ?,Bruises are good for the body .,They 're worrying too much about blood .,None of the above choices .,They 're getting hit with strikes in the karate class .,3,1,[-1.8955 -1.855  -4.387  -2.443 ]
3MVY4USGB81WJY30GKVCQF20SVZSIP##3LOTDFNYAAE838GDPJ5U9ROI9N3WFB##A1OPGPTQJ48XOY##Blog_721553##q1_a1##351S7I5UGBAVYWV1Q6ZQ3M7UIK8NJU,"I kind of let him know this too , by informing him that I did n't care who he was . Would he himself wake up on the right side of the bed if he 'd been woken up out of a sound sleep just for some of his stuff to be taken and for the rest of it to end up in shambles ? I had asked him . He never did write me up , though .",Why do you think he did not write you up a ticket ?,He likely forgot my name and details and could n't write up the ticket without that information,I suspect he felt bad for waking me up and for the way he treated me,He was so preoccupied by our conversation that he forgot to tell me he was not going to ticket me,He had no cause to write me up and so he could not,1,0,[ 1.601  1.521 -2.414 -1.833]
302U8RURJ1F4PRVV7VD96AIODWANVO##369J354OFGPGNTX29LY8TIPHMNE6GX##A2LTOS0AZ3B28A##Blog_1206213##q2_a1##3WRBLBQ2GTMIMYDTHUCPVXJ1IY60GG,"I hate using baby gates for the dog . Unfortunetly , between the rack and the desk still sitting in my car I might have to start researching legal steroids ! That stuff is heavy ! ! Although , hubby will be coming home with me from Florida ... so I might just have to put him to work as soon as I get done with him him home .",Why does she need her husband to move the desk and rack ?,None of the above choices .,The dog is unable to help her .,She is in Florida and the rack is in the driveway .,The steroids she bought did n't work .,0,2,[-4.727 -4.074 -2.258 -2.986]
34OWYT6U3WFZKU8UNGJLHM927DII9C##3CP1TO84PUZFU6QALQRE7AT7BOP52S##A1OPGPTQJ48XOY##Blog_1044481##q1_a1##338GLSUI45PC971AFCPRNIP8CA4SF9,"I ' ve had a vision of what I wanted my huge bare wall in my family room to look like for quite some time now . And I finally was motivated to get it up and done before Ryan 's birthday party . So my wonderful and devoted husband stayed up way past his bedtime ( I even went to bed before he was done ) , and hung all my photos for me . He even got half - way done and then had to start all over again because I had n't told him exactly how I wanted it .",Why did you want the wall completed before Ryan 's birthday ?,I like to choose random dates so I do n't procrastinate too much,People will spend a lot of time in the room then and I went to look as best as it can before then,I like challenging myself by setting nearby dates to complete projects and that was the nearest date i could think of,Ryan will be old enough to move out and I want him to see it before he does so,1,3,[-2.781  6.26   1.078  6.727]
37SDSEDINBG308STUF41HPLE0FX81S##3TXMY6UCAH3WGZ0HM8GN9WLTQ23CQ9##A3GVXFBYAU9HP##Blog_125732##q1_a1##3O71U79SRD3IFHTR1ZT4I89IAT9MS6,We 're supposed to get around 3 - 6 inches so hopefully this does not kill the people who decided to tough it out in their homes . Westar is predicting that some areas will not have power until the new year . That 's a long fucking cold Christmas for some people .,Why are people going to be without power for so long when they only got 3 to 6 inches of snow ?,Our area was n't prepared to deal with the snow and cold .,Our area was ready to manage the snow and cold .,It is extremely cold and we got way too much snow .,Our area was prepared to deal with the snow and cold .,0,2,[ 1.842 -2.041  2.889  0.915]
37SDSEDINBG308STUF41HPLE0FX81S##3TXMY6UCAH3WGZ0HM8GN9WLTQ23CQ9##A3GVXFBYAU9HP##Blog_125732##q1_a2##3XEIP58NL21VABXKWFMXEORWX3JZLM,We 're supposed to get around 3 - 6 inches so hopefully this does not kill the people who decided to tough it out in their homes . Westar is predicting that some areas will not have power until the new year . That 's a long fucking cold Christmas for some people .,Why are people going to be without power for so long when they only got 3 to 6 inches of snow ?,Our area was ready to manage the snow and cold .,It is extremely cold and we got way too much snow .,It is extremely cold even though we only got a few inches of snow .,Our area was prepared to deal with the snow and cold .,2,1,[-2.041  2.889  1.084  0.915]
3VCK0Q0PO7SOWQUF4YPKLHSYJ2B0NR##3A1COHJ8NMAHR3B1M6DOYWX97SB8HY##A2MHM7JK1T9XHR##Blog_1547205##q1_a1##3421H3BM9CVA9UR7PWGLLLCADVS9JI,"My friends in the Obama cheering section get huffy about them , while filtering from their consciousness all the dishonest ads Obama has run - the demagogic DHL ad , the insulting computer ad , the cynical Rush Limbaugh ad , the misleading Social Security ad and so on . If one candidate has sunk lower than the other at this point , I ' ve lost track . No , what disappoints me about the McCain campaign is it has no central argument .",Why am I disappointed ?,I 'm a Republican and the Obama campaign is too good,I 'm a Republican and the McCain campaign is too weak,I 'm a Democrat and the Obama campaign is too weak,I 'm a Democrat and the McCain campaign is too good,1,0,[1.613   0.8374  0.4907  0.10455]
3VCK0Q0PO7SOWQUF4YPKLHSYJ2B0NR##3A1COHJ8NMAHR3B1M6DOYWX97SB8HY##A2MHM7JK1T9XHR##Blog_1547205##q2_a1##3SNR5F7R947V9FYIFPB71YYLRDJEIL,"My friends in the Obama cheering section get huffy about them , while filtering from their consciousness all the dishonest ads Obama has run - the demagogic DHL ad , the insulting computer ad , the cynical Rush Limbaugh ad , the misleading Social Security ad and so on . If one candidate has sunk lower than the other at this point , I ' ve lost track . No , what disappoints me about the McCain campaign is it has no central argument .",How would I describe this election cycle ?,Energetic and cheering,Disillusioning and pathetic,Meandering and meaningless,None of the above choices .,1,2,[-4.094  3.13   6.426 -0.927]
3SBNLSTU6U3XIAALZ0C93DVIU0NDZN##3Z4AIRP3C7BH74SO8SAVUAAMB26X13##A1OPGPTQJ48XOY##Blog_944050##q1_a1##35ZRNT9RUKC2V3TOO07G24QACSTO3Q,"When I got back to the flat and tipped out my bag , I had a heap of little soaps and lotions , a notepad , the slippers , three sewing kits , a shoe - shining sponge , cotton buds , and four mini pots of jam . Hmmm . Perhaps went a little overboard with the jam .",Why did you buy mini pots of jam instead of a large pot ?,I wanted the small pots because they are cuter,I like the packaging on the small pots,I wanted to get different flavor combinations,None of the above choices .,2,3,[-5.965 -5.562 -4.38  -3.252]
3J9L0X0VDH0WFER6WVZ0AB6JGYO9WH##3CPLWGV3MRE9F4GMUWEF3CPGF4A9NV##AJ7NSZOAFP05U##Blog_834385##q1_a1##3Z8UJEJOC1RZOGPIMBOY5EVMIE4933,"It 's been four days since I had it done . Surely the pain will go away soon ? If not , there 'll be another trip to the dentist in my future . Little L goes to register at Kindergarten today .",What may be your reason for planning another trip to the dentist ?,You have to visit the dentist before your kid can register for kindergarten .,The medical work on my teeth did n't fix them .,The medical work on Little L 's teeth did n't fix them .,I needed some medical work done on my teeth .,1,3,[-0.3313  3.5     2.158   4.754 ]
3OND0WXMHWDGJVORP9HM9O9YYO1HES##3WOKGM4L72EU66TEBIJZXS0JUKP0OK##AJ7NSZOAFP05U##Blog_534617##q1_a1##3RZS0FBRWMO8T318WTVWK7ZUSBJCPC,"Finally , taking a chance , I walked in towards the right ! And thank heavens , it was n't the wrong decision after all ! That done , the next task was to find ourselves accomodation for the night .",What may happen if you decide to walk in towards the right ?,I would achieve my goal .,I would n't be able to find accommodations for the night .,I would n't achieve my goal .,It would be the wrong decision .,0,1,[2.13  3.303 0.444 0.647]
30ZKOOGW2YKHJWL8RDOFDGR8PNIA1K##3JJVG1YBEECOD8PDOGWP01KKBY85BZ##A2CMYWI1J292YJ##Blog_678991##q1_a1##3SBNLSTU6WJCCZ9SJYO9VBJQNEJZD9,"Last night I dreamed that I was in the bath with George . We do this all the time in real life , but in the dream something very weird happened . My consciousness sort of split into two , and the main part of it moved into George 's body . I was sitting there looking out of George 's eyes , and I could see myself sitting at the other end of the bath , but in a strange sort of way I was also still in my own body and able to control it . Unsurprisingly , the first thing that came to my attention was that I suddenly had an extra ... appendage .",Who is George ?,a man who dreams a lot .,A man whose spirit can travel .,None of the above choices .,a man I live with .,3,1,[-4.336  5.418 -3.557 -0.395]
30ZKOOGW2YKHJWL8RDOFDGR8PNIA1K##3JJVG1YBEECOD8PDOGWP01KKBY85BZ##A2CMYWI1J292YJ##Blog_678991##q1_a2##36BTXXLZ2XMQAC48G6T364NL1K84R9,"Last night I dreamed that I was in the bath with George . We do this all the time in real life , but in the dream something very weird happened . My consciousness sort of split into two , and the main part of it moved into George 's body . I was sitting there looking out of George 's eyes , and I could see myself sitting at the other end of the bath , but in a strange sort of way I was also still in my own body and able to control it . Unsurprisingly , the first thing that came to my attention was that I suddenly had an extra ... appendage .",Who is George ?,a man I am sleeping with .,A man whose spirit can travel .,a man who dreams a lot .,None of the above choices .,0,1,[ 2.518  5.418 -4.336 -3.557]
3Z3R5YC0P51DO7EP4CUHXNLUDTLFTN##33LK57MYLWKL18Q46QP0FU1FE0RZSI##A1S1K7134S2VUC##Blog_188228##q1_a1##3K8CQCU3KGFH4GV0X5I5SC12KCINWI,"I ' m happy to report that the new issue of Pocket Change is now up and running . Click on the link . Read my bio if you like -- man , I sound like an asshole in that bio .",Why is this person critical of their own biography ?,Pocket Change biography are carefully worded to make the subject seem like an asshole .,People that write their own bio 's always write like an asshole .,None of the above choices .,"People like to believe that they are somehow better than average , this person reads the bio and knows , he is average .",3,0,[-0.0284 -2.734  -2.701  -3.057 ]
3NKW03WTLM5NDO9LTZYM488ZWCRQWW##3OJSZ2ATDTUMG7NGR28931AFLMJ57F##A2KYOM2ZGYDJGT##Blog_1472930##q1_a1##3WGZLY9VCJ0XS385A8OWIRMMOZ0D8U,"She was going to counter with another spell , but realized Bryce was down . She took a moment to catch her breath . "" He 's down and wo n't be a problem again . "" GuyA man moved from the shadows , smiling at Eve . He was holding his sword lightly in his hand .",Why was she going to counter with another spell ?,Because a man was moving from the shadows .,Because that seemed like a good tactic .,Because she had to take a moment to catch her breath .,None of the above choices .,1,3,[-7.04   -1.0205 -7.42   -0.9404]
3ABAOCJ4R82R8CF7PXSZVA68Y37MQH##3J2UYBXQQMA4H0NABMX5GSES85L60W##A2CMYWI1J292YJ##Blog_222320##q1_a1##3S4TINXCC217YYX13TMMKNOM0CCOB7,"That was nice . Garret Wang showed up and Alexis Cruz was with us . He tried to stick a cork in his nose , but it would n't fit .",Why did Alexis Cruz try to do that ?,He had   nose bleeding .,None of the above choices .,he had itchy nose .,He wanted to be funny .,3,0,[-0.07654 -3.314   -0.91    -1.542  ]
3CMIQF80GNOPJ9UF2HLI6E9M8H96Q0##3E337GFOLA69ZP4NO58P3VNUCB0GNK##A2KYOM2ZGYDJGT##Blog_818773##q1_a1##3SCKNODZ0ZU2E1UZPXAT0W2LRLMN7T,"Secondly , she ordered a bunch of tests , which should be helpful one way or another , but other than that , I do n't expect that yesterday 's visit will do anything for me . Wednesday when I had acupuncture , my kids were being so boisterous that I called my oldest daughter in to my little curtained off area to give her a little talking to . I figured she 'd be able to handle seeing me all voodoo - dolled - up so that 's why I called her in .",Why does the writer say she was voodoo dolled up ?,None of the above choices .,Because she had pins in her from acupuncture .,Because she does n't expect yesterday 's visit will do anything for her .,Because her kids were being boisterous .,1,0,[-2.986 -3.26  -5.504 -6.61 ]
3XT3KXP24ZWC2B6WP9G9XCI0HTC6IP##3VZLGYJEYM8E20DWG3JNM4UYNI1XZB##A2CMYWI1J292YJ##Blog_1504348##q1_a1##3CVDZS288JE9BCO5VFT5B9Q2KAQFM2,A friend of mine is getting remarried . The first marriage was a marriage of convenience between the both of them but outside the marriage everyone thought it was a marriage of love . She needed to leave her home because her father was / is an alcoholic and VERY abusive and he is gay but no one in the family knew and if they found out he would be 1- kicked out of the family [ disowned ] and 2- kicked out of the will [ they are LOADED ! ] . They were best friend and so gree on being married in church but lives separate lives DISCREETLY .,What may be the plausible reason a friend of mine ended her first marriage ?,She wanted to have a marriage of love .,Her first husband lost his will .,None of the above choices .,Her first husband was alcoholic .,0,2,[-5.676  -2.52   -0.6543 -3.434 ]
3ICOHX7ENC958VIVR1A13WAHCDZ0EL##3R2UR8A0IBE23WZPEU8666NU5IBXOW##A1S1K7134S2VUC##Blog_311958##q1_a2##3T2HW4QDUXLN1GL1F4ZZYHZFN91C9L,"Next to me was , was what I assumed to be a French man - pink Lacoste shirt , reading a newspaper in French . In front of me were 4 young English girls . The had small bottles of some pink alcoholic drink . Their conversation getting louder as time went by and the alcohol took effect .",Why is it interesting that the young girls have a pink alcoholic drink ?,The girls may be under legal drinking age and committing a small crime by doing so .,"The observer knows that anyone that looks young is under 18 years old , to young for alcohol .",It is important for young English girls to avoid hard liquor and have frilly pink drinks .,None of the above choices .,0,1,[-0.713  2.357 -3.791 -3.014]
32TMVRKDGNW5YIQ5XZB3NP48I6048T##3J4Q2Z4UTZ1QZ87FJ24OTS4N992QW1##A1OPGPTQJ48XOY##Blog_399294##q1_a1##3MDKGGG61S1H5ELE3JRD3H8HLJIT6D,"Last night I had Indian food for the first time . It was n't bad , although the service kindof was . Just before I woke up this morning , I had a dream that I was watchingWilliam Shatner deliver an impassioned speech as Captain Kirk . He wasvery young , so it must have been during the run of The Original Series , and what I was seeing was vintage , classic Kirk melodramatic overactingof the first order . Only , it was a creation of my mind , and notsomething anyone will ever see .",What did you do after you ate ?,I told them that I would be back soon,I paid the bill,None of the above choices .,I think them for the service they provided,1,2,[-6.37  -6.695 -1.974 -2.826]
32TMVRKDGNW5YIQ5XZB3NP48I6048T##3J4Q2Z4UTZ1QZ87FJ24OTS4N992QW1##A1OPGPTQJ48XOY##Blog_399294##q1_a2##3JGHED38EF5WQ0YDWZJ4HC0SVWKY76,"Last night I had Indian food for the first time . It was n't bad , although the service kindof was . Just before I woke up this morning , I had a dream that I was watchingWilliam Shatner deliver an impassioned speech as Captain Kirk . He wasvery young , so it must have been during the run of The Original Series , and what I was seeing was vintage , classic Kirk melodramatic overactingof the first order . Only , it was a creation of my mind , and notsomething anyone will ever see .",What did you do after you ate ?,I complained about the service,I told them that I would be back soon,I think them for the service they provided,None of the above choices .,0,3,[-5.8   -6.37  -2.826 -1.974]
30QQTY5GMMYF9RE8MYMFERUFZCA7UQ##3ZOTGHDK5LQ924CX4HEJZWUBWHISOB##AO33H4GL9KZX9##Blog_111385##q1_a1##3SX4X51T82N2FOS9XFMQPC4GI7KAOH,"Oooh , and after giving Bill so much crap on the Seattle Century ride , I should probably get a chain tool ;) The weather is supposed to be great this weekend for the ride , not too hot , not too cold and maybe some light showers late on Sunday about the time we 'll be finishing and will be hot and tired . I ' ve really kicked butt at work this week , and gotten a LOT accomplished . Due to the nature of my work , I can never be "" caught up "" , but my chaos is under control and that 's a good thing .",How might I feel about being rained on after the ride ?,I might not be looking forward to it since I 'll be hot and tired .,I might be looking forward to it since I 'll be cold and wet .,I might not be looking forward to it since I 'll be cold and wet .,I might be looking forward to it since I 'll be hot and tired .,3,2,[-2.4   -3.172 -1.251 -3.033]
3UEDKCTP9VOMC6AP8M6DG6X94DQ7KF##3TEM0PF1Q6V3292PL95JMYOKP9ND0A##AO33H4GL9KZX9##Blog_1237937##q1_a1##3H781YYV6VWLITET91ABF50U2L7ETS,"the day before was a day off . i wanted it to be perfect as i get so few of those . things were rather bl;ah in the early morning , but it got much better . everything was great , will was great .",Why might I think Will was great ?,None of the above choices .,Because Will might have helped me enjoy my day off the way he wanted .,Because Will might have helped me enjoy my day off the way I wanted .,Because I might have helped Will enjoy his day off the way he wanted .,2,1,[-1.952  3.416  2.73   1.3  ]
3D4BBDG7ZJA1MEWLYVYP74WTKGXC35##3E337GFOLCNOUE3U82KPVTB3BV5GND##AO33H4GL9KZX9##Blog_1092591##q1_a1##33K3E8REWY9BQ9DM18P8CYPE48JX85,And all I needed was $ 42 . Just wow . Let me sit a little while longer before I pick my jaw up off the floor . Good thing I ' m typing . : -pBtw ... did I mention I hit my 5k ?,Why would it be a good thing I 'm typing ?,Because my jaw is on the floor metaphorically and i ca n't communicate using speech .,Because my jaw is on the floor literally and i ca n't communicate using speech .,Because my jaw is on the floor literally and i can communicate using speech .,Because my jaw is on the floor metaphorically and i can communicate using speech .,0,1,[-2.209 -2.145 -2.447 -2.473]
3ZRKL6Z1E813TIYY6YJ9D51CKCMGSC##388U7OUMF8ZX3JLU3A03RN5O5NWR03##A2KYOM2ZGYDJGT##Blog_803379##q1_a1##3J9L0X0VDH0WFER6WVZ0AB6IFLO9WO,"Stayed in the Berlin Generator hostel , which was massive , even bigger than the London Generator - holds 900 people . Unfortunately the hostel was full of annoying whipper - snappers . Breakfast was included with the room , bread rolls , meat and cheese was available for breakfast so everyone made extra rolls for lunch .",What 's a possible reason they stayed at the Berlin Generator hostel ?,It was full of annoying whipper - snappers .,It holds 900 people .,Breakfast was included .,It was cheap .,3,0,[-0.882 -3.688 -2.684 -1.779]
3A520CCNWNY198GDJ37US2MULMFAE0##3TXD01ZLD5F6IZVCQ5IA81ILSEX4UC##A394JO4NEPCY3M##Blog_285395##q1_a1##3XU9MCX6VQQG7YPLCSAFDPQNHWJ2RY,"I got lost in the Bronx at 2 am . I really recommend it , there are so many nice , friendly faces around there . So that was a blast and a half .",What is probably true about the narrator ?,They are not familiar with the Bronx,They have lived in the Bronx a long time,None of the above choices .,They are in the Bronx frequently,0,1,[-2.406  -0.8276 -2.783  -3.012 ]
3O4VWC1GEW49033KOP3B2ALGKRFJ38##3BWI6RSP7H7MCQG9231C7VGSYSG7E6##AXJ1PE87PD0KK##Blog_1310225##q1_a1##32TZXEA1ONY2H75RICEO0D58XIW41N,"I was there when they first met Dr. Lawson - and instantly their attitude about the whole event seemed to shift . At the Rally the next day , they came back for another interview , and again , the reporter seemed very impressed . He must have been , because he had this to say about him : Some 700 activists attended the Campaign for Liberty grass - roots training session on August 31 . One trainee told me that three fourths of the people in attendance were either running for office or planning to run for office .",What is likely true of me since I attended the training session ?,I am planning on running for office .,I know the 700 activists that attended .,I was instantly impressed by the whole event .,I am close friends with Dr. Lawson .,0,3,[-1.173 -3.916 -1.456  1.095]
3S8APUMBJXHYYWL1KSRW5VR0FLTFBS##3L6L49WXW1VPXK5XP4A20PQ5V13544##A8E99XNOTT390##Blog_642089##q1_a1##3J9L0X0VDH0WFER6WVZ0AB6IFP69WE,"Cheryl Sim just called me not long ago to wish me all the best and to encourage me . [ THANKS SO MUCH ! ] Man , I suddenly feel so much better knowing that I have friends that can guide me on . =) ) To everyone out there who has helped me in one way or another : THANK YOU .",Why did Cheryl wish you the best ?,I had been chosen to judge an art competition .,I had selected a dance for my troop .,I had been chosen as a finalist in an art competition .,I had been selected to watch an elite dance troop .,2,3,[-6.34  -5.848 -5.97  -4.465]
3S8APUMBJXHYYWL1KSRW5VR0FLTFBS##3L6L49WXW1VPXK5XP4A20PQ5V13544##A8E99XNOTT390##Blog_642089##q2_a1##3KTCJ4SCVIFILXUXOGEKM7M8JB4M1R,"Cheryl Sim just called me not long ago to wish me all the best and to encourage me . [ THANKS SO MUCH ! ] Man , I suddenly feel so much better knowing that I have friends that can guide me on . =) ) To everyone out there who has helped me in one way or another : THANK YOU .",What   type of person is Cheryl Sim ?,None of the above choices .,Someone who shares my interest in hearts .,Someone I can count on to provide .,Someone who has my best interest at heart .,3,2,[-0.226  6.016  9.43   2.209]
3O71U79SRBN3LSUKH1H4QAL9GPTMS3##3DI28L7YXBC81417DNK36LPFUN5E12##AO33H4GL9KZX9##Blog_1001422##q1_a1##3YGYP13643NCWKEEYB8Z5DTLSPSRNS,I made this blouse in the time I was n't posting . So now I took some time to photograph it for you . As a base I used the JJ pattern - I already have it fitted to my measurements and use it a basic shirt block . Very handy .,What tools might I have used in making the blouse ?,I might have used a pattern maker to make the blouse .,I might have used a camera to make the blouse .,I might have used a sewing machine to make the blouse .,I might have used a laundry machine to make the blouse .,2,1,[ 0.10583  2.977    2.584   -3.266  ]
36FFXPMSTB2HPB0N3LWI6YRKVPIOHO##3WOKGM4L74V91VSLVFVZPQOS00B0OT##A2KYOM2ZGYDJGT##Blog_1583893##q1_a1##3YKP7CX6G4T0DS52M75K912RAZFB75,"I had to do a reinstall of windows . I thought I was doing it a way where it would not delete my files but I was wrong . When I went into system recovery there were two options , one said reinstall windows without losing files the other was factory setting .",What 's a possible reason the writer had to do a reinstall of Windows ?,Because they thought they were doing it a way where it would not delete their files,None of the above choices .,Because there were two options .,Because they were wrong .,1,3,[-1.921 -2.512 -3.95  -0.509]
